DATA,LOGIN,NOME_INDICADO,NUMERADOR,DENOMINADOR,GRUPO_AGENTE
2024-12-18,Agente_18,Nota de Qualidade,7,7,Grupo_2
2024-04-27,Agente_28,TMA,628,42,Grupo_0
2024-10-20,Agente_30,CSAT,27,44,Grupo_4
2024-06-07,Agente_5,CSAT,55,44,Grupo_4
2024-10-29,Agente_3,CSAT,83,96,Grupo_3
2024-08-15,Agente_42,Nota de Qualidade,8,2,Grupo_1
2024-12-30,Agente_28,CSAT,13,68,Grupo_4
2024-08-03,Agente_41,TMA,472,134,Grupo_2
2024-07-02,Agente_2,Nota de Qualidade,0,3,Grupo_1
2024-01-15,Agente_0,Nota de Qualidade,5,9,Grupo_1
2024-06-05,Agente_43,CSAT,26,49,Grupo_4
2024-05-15,Agente_14,TMA,778,174,Grupo_4
2024-09-17,Agente_46,Nota de Qualidade,1,7,Grupo_4
2024-06-05,Agente_20,Nota de Qualidade,3,5,Grupo_2
2024-02-16,Agente_45,CSAT,97,19,Grupo_1
2024-11-19,Agente_30,CSAT,36,4,Grupo_3
2024-11-27,Agente_6,TMA,352,188,Grupo_2
2024-06-21,Agente_16,CSAT,31,45,Grupo_0
2024-05-09,Agente_18,TMA,139,23,Grupo_4
2024-04-04,Agente_38,Nota de Qualidade,5,1,Grupo_1
2024-04-24,Agente_2,TMA,562,67,Grupo_2
2024-08-30,Agente_29,TMA,155,30,Grupo_0
2024-10-18,Agente_34,TMA,644,136,Grupo_2
2024-10-08,Agente_28,Nota de Qualidade,2,6,Grupo_2
2024-10-25,Agente_49,CSAT,11,30,Grupo_3
2024-10-09,Agente_13,Nota de Qualidade,3,7,Grupo_3
2024-03-09,Agente_34,CSAT,80,65,Grupo_2
2024-05-27,Agente_27,TMA,679,111,Grupo_0
2024-01-11,Agente_29,TMA,150,118,Grupo_1
2024-09-10,Agente_25,TMA,587,119,Grupo_1
2024-11-25,Agente_6,TMA,834,169,Grupo_4
2024-12-25,Agente_38,TMA,824,98,Grupo_4
2024-02-07,Agente_30,CSAT,94,16,Grupo_1
2024-05-13,Agente_4,CSAT,77,89,Grupo_2
2024-07-18,Agente_34,TMA,857,149,Grupo_2
2024-01-23,Agente_49,Nota de Qualidade,2,3,Grupo_3
2024-10-29,Agente_46,Nota de Qualidade,4,7,Grupo_3
2024-12-11,Agente_13,TMA,293,89,Grupo_4
2024-10-28,Agente_35,CSAT,31,8,Grupo_1
2024-12-28,Agente_26,Nota de Qualidade,0,4,Grupo_2
2024-08-05,Agente_23,Nota de Qualidade,1,5,Grupo_1
2024-05-20,Agente_39,Nota de Qualidade,5,4,Grupo_0
2024-04-13,Agente_28,TMA,1051,117,Grupo_1
2024-07-28,Agente_44,Nota de Qualidade,3,7,Grupo_0
2024-04-20,Agente_21,Nota de Qualidade,3,2,Grupo_3
2024-04-13,Agente_7,Nota de Qualidade,3,7,Grupo_3
2024-11-11,Agente_14,Nota de Qualidade,0,4,Grupo_4
2024-06-19,Agente_48,CSAT,95,86,Grupo_1
2024-12-21,Agente_4,TMA,276,142,Grupo_1
2024-11-19,Agente_3,TMA,493,108,Grupo_0
2024-05-12,Agente_10,CSAT,65,89,Grupo_3
2024-10-19,Agente_17,CSAT,53,80,Grupo_0
2024-11-23,Agente_41,TMA,1001,89,Grupo_3
2024-05-06,Agente_48,Nota de Qualidade,0,3,Grupo_0
2024-04-15,Agente_29,Nota de Qualidade,6,7,Grupo_3
2024-04-01,Agente_14,TMA,1118,102,Grupo_0
2024-10-13,Agente_5,Nota de Qualidade,6,5,Grupo_3
2024-02-20,Agente_15,CSAT,53,3,Grupo_0
2024-01-29,Agente_46,Nota de Qualidade,5,7,Grupo_1
2024-10-22,Agente_39,Nota de Qualidade,7,2,Grupo_4
2024-10-23,Agente_8,Nota de Qualidade,1,6,Grupo_0
2024-08-01,Agente_42,TMA,576,183,Grupo_4
2024-09-23,Agente_33,CSAT,10,65,Grupo_1
2024-09-13,Agente_26,Nota de Qualidade,9,9,Grupo_1
2024-10-28,Agente_12,TMA,103,99,Grupo_3
2024-04-10,Agente_35,Nota de Qualidade,0,8,Grupo_4
2024-12-11,Agente_26,CSAT,11,2,Grupo_2
2024-04-19,Agente_8,Nota de Qualidade,0,1,Grupo_3
2024-06-30,Agente_4,CSAT,32,86,Grupo_4
2024-11-08,Agente_21,Nota de Qualidade,6,4,Grupo_0
2024-01-01,Agente_30,CSAT,20,84,Grupo_0
2024-11-14,Agente_2,Nota de Qualidade,3,1,Grupo_1
2024-02-24,Agente_29,CSAT,37,14,Grupo_2
2024-05-28,Agente_20,Nota de Qualidade,9,7,Grupo_0
2024-11-04,Agente_34,Nota de Qualidade,6,8,Grupo_4
2024-05-16,Agente_5,TMA,1074,127,Grupo_4
2024-07-20,Agente_27,TMA,890,161,Grupo_0
2024-11-08,Agente_31,CSAT,82,73,Grupo_4
2024-04-26,Agente_41,Nota de Qualidade,2,4,Grupo_4
2024-06-02,Agente_36,CSAT,41,96,Grupo_1
2024-10-17,Agente_24,TMA,169,79,Grupo_2
2024-03-03,Agente_31,CSAT,27,92,Grupo_1
2024-08-31,Agente_34,CSAT,39,51,Grupo_2
2024-01-25,Agente_21,TMA,869,127,Grupo_4
2024-03-30,Agente_23,Nota de Qualidade,4,5,Grupo_2
2024-03-15,Agente_38,CSAT,40,61,Grupo_4
2024-10-20,Agente_29,TMA,868,120,Grupo_4
2024-07-28,Agente_49,Nota de Qualidade,8,6,Grupo_1
2024-12-12,Agente_31,TMA,889,63,Grupo_1
2024-01-17,Agente_30,CSAT,51,34,Grupo_3
2024-05-07,Agente_22,Nota de Qualidade,4,1,Grupo_0
2024-12-29,Agente_39,Nota de Qualidade,9,2,Grupo_3
2024-09-07,Agente_32,TMA,860,127,Grupo_3
2024-06-27,Agente_24,TMA,1175,109,Grupo_2
2024-06-30,Agente_35,TMA,1064,96,Grupo_4
2024-05-31,Agente_23,Nota de Qualidade,9,1,Grupo_4
2024-01-25,Agente_30,Nota de Qualidade,4,4,Grupo_4
2024-06-28,Agente_38,CSAT,38,94,Grupo_0
2024-07-16,Agente_45,Nota de Qualidade,9,7,Grupo_2
2024-12-09,Agente_12,CSAT,23,58,Grupo_2
2024-06-09,Agente_9,TMA,1024,110,Grupo_4
2024-06-25,Agente_22,TMA,379,28,Grupo_3
2024-10-11,Agente_17,Nota de Qualidade,4,5,Grupo_0
2024-03-03,Agente_31,TMA,355,22,Grupo_3
2024-05-29,Agente_32,TMA,1184,133,Grupo_1
2024-06-02,Agente_35,Nota de Qualidade,1,8,Grupo_2
2024-06-04,Agente_27,CSAT,1,16,Grupo_2
2024-02-18,Agente_15,Nota de Qualidade,0,6,Grupo_3
2024-12-02,Agente_15,CSAT,98,17,Grupo_0
2024-03-24,Agente_17,Nota de Qualidade,5,8,Grupo_2
2024-12-26,Agente_7,Nota de Qualidade,8,6,Grupo_3
2024-06-25,Agente_41,TMA,683,111,Grupo_0
2024-05-27,Agente_15,Nota de Qualidade,0,5,Grupo_3
2024-04-27,Agente_10,Nota de Qualidade,2,7,Grupo_0
2024-12-07,Agente_5,CSAT,75,57,Grupo_4
2024-03-03,Agente_0,TMA,1147,166,Grupo_0
2024-07-07,Agente_11,CSAT,26,6,Grupo_1
2024-12-25,Agente_37,CSAT,20,71,Grupo_4
2024-02-18,Agente_27,TMA,740,142,Grupo_3
2024-11-22,Agente_44,TMA,458,158,Grupo_4
2024-09-13,Agente_16,TMA,885,141,Grupo_4
2024-08-11,Agente_0,Nota de Qualidade,4,7,Grupo_3
2024-05-20,Agente_31,TMA,94,173,Grupo_3
2024-08-02,Agente_7,TMA,436,152,Grupo_1
2024-07-29,Agente_39,TMA,279,139,Grupo_3
2024-11-13,Agente_42,CSAT,56,5,Grupo_2
2024-02-01,Agente_45,CSAT,70,86,Grupo_2
2024-06-06,Agente_23,Nota de Qualidade,0,8,Grupo_1
2024-10-11,Agente_9,CSAT,40,42,Grupo_0
2024-10-31,Agente_46,Nota de Qualidade,0,8,Grupo_0
2024-10-12,Agente_38,CSAT,82,38,Grupo_2
2024-05-23,Agente_38,TMA,371,80,Grupo_3
2024-01-19,Agente_9,CSAT,54,89,Grupo_1
2024-01-18,Agente_35,Nota de Qualidade,5,6,Grupo_0
2024-09-13,Agente_24,CSAT,26,47,Grupo_0
2024-03-18,Agente_49,TMA,353,121,Grupo_4
2024-06-23,Agente_9,Nota de Qualidade,6,7,Grupo_2
2024-07-12,Agente_18,TMA,509,198,Grupo_3
2024-04-22,Agente_45,TMA,1143,145,Grupo_1
2024-04-23,Agente_44,Nota de Qualidade,5,4,Grupo_0
2024-08-09,Agente_14,TMA,726,182,Grupo_4
2024-06-14,Agente_15,TMA,200,93,Grupo_2
2024-11-14,Agente_1,CSAT,63,25,Grupo_2
2024-05-11,Agente_28,TMA,902,98,Grupo_1
2024-09-20,Agente_3,TMA,656,35,Grupo_0
2024-02-24,Agente_49,TMA,1011,49,Grupo_1
2024-12-24,Agente_28,TMA,1179,126,Grupo_1
2024-05-10,Agente_30,Nota de Qualidade,7,9,Grupo_4
2024-10-14,Agente_16,CSAT,44,17,Grupo_2
2024-09-22,Agente_9,TMA,392,146,Grupo_3
2024-06-10,Agente_26,TMA,1189,110,Grupo_2
2024-03-27,Agente_40,Nota de Qualidade,6,8,Grupo_2
2024-02-24,Agente_14,TMA,454,44,Grupo_4
2024-10-14,Agente_43,Nota de Qualidade,7,1,Grupo_3
2024-06-26,Agente_30,CSAT,70,12,Grupo_0
2024-12-14,Agente_20,CSAT,78,93,Grupo_3
2024-01-08,Agente_40,TMA,680,59,Grupo_0
2024-11-16,Agente_45,TMA,864,20,Grupo_3
2024-11-08,Agente_44,TMA,926,196,Grupo_1
2024-09-03,Agente_25,Nota de Qualidade,6,3,Grupo_3
2024-11-18,Agente_37,TMA,562,197,Grupo_4
2024-09-11,Agente_35,TMA,573,77,Grupo_0
2024-11-23,Agente_16,CSAT,17,20,Grupo_2
2024-02-23,Agente_2,TMA,899,139,Grupo_4
2024-09-05,Agente_13,CSAT,89,83,Grupo_0
2024-08-26,Agente_48,TMA,1125,165,Grupo_0
2024-08-16,Agente_12,CSAT,28,69,Grupo_2
2024-03-07,Agente_40,TMA,676,121,Grupo_1
2024-02-20,Agente_26,CSAT,89,5,Grupo_4
2024-04-06,Agente_0,Nota de Qualidade,8,4,Grupo_2
2024-04-01,Agente_16,CSAT,89,37,Grupo_2
2024-09-20,Agente_47,CSAT,14,41,Grupo_1
2024-10-17,Agente_49,CSAT,3,53,Grupo_4
2024-04-05,Agente_33,TMA,1055,93,Grupo_2
2024-03-28,Agente_13,TMA,726,158,Grupo_1
2024-03-18,Agente_16,TMA,119,95,Grupo_4
2024-10-14,Agente_2,Nota de Qualidade,6,6,Grupo_3
2024-04-29,Agente_33,Nota de Qualidade,0,2,Grupo_0
2024-10-28,Agente_39,CSAT,6,83,Grupo_1
2024-06-13,Agente_24,Nota de Qualidade,9,2,Grupo_0
2024-06-30,Agente_1,CSAT,85,84,Grupo_3
2024-08-10,Agente_33,CSAT,59,43,Grupo_2
2024-11-06,Agente_25,CSAT,68,63,Grupo_2
2024-01-07,Agente_30,Nota de Qualidade,5,3,Grupo_4
2024-11-25,Agente_8,TMA,252,191,Grupo_1
2024-09-19,Agente_29,Nota de Qualidade,3,7,Grupo_1
2024-06-09,Agente_19,CSAT,92,15,Grupo_4
2024-05-30,Agente_20,CSAT,74,18,Grupo_0
2024-03-25,Agente_28,Nota de Qualidade,3,8,Grupo_2
2024-05-26,Agente_24,CSAT,10,6,Grupo_2
2024-04-21,Agente_37,CSAT,50,58,Grupo_1
2024-02-05,Agente_43,Nota de Qualidade,1,3,Grupo_1
2024-10-11,Agente_24,Nota de Qualidade,0,1,Grupo_4
2024-07-06,Agente_8,Nota de Qualidade,1,3,Grupo_3
2024-03-22,Agente_38,CSAT,8,40,Grupo_0
2024-01-02,Agente_43,CSAT,43,95,Grupo_3
2024-10-29,Agente_25,TMA,246,100,Grupo_3
2024-07-15,Agente_36,TMA,682,162,Grupo_1
2024-01-11,Agente_15,Nota de Qualidade,6,7,Grupo_1
2024-08-21,Agente_36,TMA,368,117,Grupo_1
2024-07-13,Agente_11,CSAT,48,43,Grupo_3
2024-04-28,Agente_23,TMA,799,28,Grupo_0
2024-01-20,Agente_25,CSAT,65,34,Grupo_1
2024-09-17,Agente_19,Nota de Qualidade,7,1,Grupo_2
2024-10-19,Agente_8,Nota de Qualidade,7,9,Grupo_0
2024-09-12,Agente_22,CSAT,53,1,Grupo_2
2024-08-09,Agente_38,TMA,370,24,Grupo_0
2024-08-13,Agente_28,Nota de Qualidade,4,9,Grupo_1
2024-02-22,Agente_30,Nota de Qualidade,6,5,Grupo_4
2024-12-20,Agente_18,TMA,125,183,Grupo_1
2024-12-07,Agente_19,TMA,287,123,Grupo_3
2024-12-29,Agente_22,CSAT,8,66,Grupo_3
2024-10-06,Agente_42,TMA,765,155,Grupo_0
2024-03-21,Agente_26,TMA,716,81,Grupo_3
2024-07-20,Agente_29,TMA,989,53,Grupo_1
2024-06-06,Agente_20,CSAT,28,62,Grupo_2
2024-04-29,Agente_43,CSAT,91,16,Grupo_1
2024-02-28,Agente_34,Nota de Qualidade,3,2,Grupo_0
2024-08-02,Agente_48,CSAT,60,4,Grupo_3
2024-05-07,Agente_6,Nota de Qualidade,3,9,Grupo_2
2024-08-11,Agente_21,TMA,751,40,Grupo_4
2024-07-27,Agente_9,Nota de Qualidade,9,9,Grupo_2
2024-04-24,Agente_22,Nota de Qualidade,2,2,Grupo_2
2024-07-27,Agente_14,TMA,1178,185,Grupo_1
2024-01-14,Agente_29,Nota de Qualidade,7,3,Grupo_4
2024-01-09,Agente_33,CSAT,44,34,Grupo_0
2024-02-09,Agente_12,CSAT,76,91,Grupo_0
2024-08-24,Agente_3,CSAT,71,47,Grupo_2
2024-10-07,Agente_17,CSAT,20,41,Grupo_2
2024-12-24,Agente_22,Nota de Qualidade,5,5,Grupo_3
2024-07-19,Agente_32,Nota de Qualidade,2,7,Grupo_4
2024-09-02,Agente_33,TMA,367,180,Grupo_2
2024-10-04,Agente_33,Nota de Qualidade,6,3,Grupo_3
2024-08-22,Agente_35,Nota de Qualidade,1,1,Grupo_4
2024-01-04,Agente_34,Nota de Qualidade,5,5,Grupo_0
2024-06-02,Agente_16,TMA,456,118,Grupo_3
2024-01-29,Agente_27,CSAT,50,87,Grupo_4
2024-04-18,Agente_13,Nota de Qualidade,0,7,Grupo_3
2024-04-07,Agente_33,TMA,436,165,Grupo_2
2024-08-02,Agente_47,TMA,859,192,Grupo_1
2024-10-19,Agente_10,TMA,469,151,Grupo_0
2024-03-15,Agente_12,CSAT,87,93,Grupo_2
2024-11-21,Agente_32,Nota de Qualidade,3,2,Grupo_2
2024-05-25,Agente_1,TMA,713,164,Grupo_4
2024-05-07,Agente_33,CSAT,40,3,Grupo_3
2024-12-06,Agente_28,TMA,1177,68,Grupo_0
2024-02-11,Agente_36,TMA,799,160,Grupo_2
2024-12-21,Agente_3,TMA,77,113,Grupo_4
2024-02-10,Agente_11,TMA,645,129,Grupo_0
2024-02-03,Agente_25,TMA,391,178,Grupo_3
2024-01-17,Agente_27,CSAT,7,32,Grupo_2
2024-06-13,Agente_2,Nota de Qualidade,0,9,Grupo_2
2024-06-01,Agente_19,Nota de Qualidade,4,9,Grupo_2
2024-03-16,Agente_9,Nota de Qualidade,8,3,Grupo_0
2024-03-27,Agente_17,Nota de Qualidade,7,7,Grupo_0
2024-04-26,Agente_26,CSAT,94,44,Grupo_0
2024-12-27,Agente_30,CSAT,57,66,Grupo_0
2024-12-07,Agente_26,CSAT,17,80,Grupo_4
2024-01-27,Agente_41,TMA,774,11,Grupo_1
2024-11-08,Agente_0,TMA,1161,77,Grupo_4
2024-10-13,Agente_5,TMA,802,107,Grupo_2
2024-05-13,Agente_10,Nota de Qualidade,4,7,Grupo_4
2024-08-06,Agente_33,TMA,430,90,Grupo_3
2024-06-16,Agente_38,Nota de Qualidade,9,7,Grupo_0
2024-04-07,Agente_19,TMA,1105,58,Grupo_3
2024-09-24,Agente_20,Nota de Qualidade,9,4,Grupo_3
2024-08-24,Agente_20,TMA,505,173,Grupo_2
2024-11-04,Agente_17,TMA,337,148,Grupo_0
2024-06-21,Agente_20,CSAT,84,80,Grupo_3
2024-07-08,Agente_18,TMA,485,64,Grupo_2
2024-05-01,Agente_3,TMA,500,43,Grupo_0
2024-02-15,Agente_12,CSAT,72,77,Grupo_1
2024-03-04,Agente_17,Nota de Qualidade,5,4,Grupo_2
2024-05-09,Agente_28,CSAT,45,92,Grupo_4
2024-11-05,Agente_24,CSAT,10,98,Grupo_0
2024-12-28,Agente_12,Nota de Qualidade,9,3,Grupo_3
2024-07-11,Agente_26,TMA,640,66,Grupo_3
2024-11-02,Agente_18,Nota de Qualidade,6,3,Grupo_4
2024-06-29,Agente_48,TMA,1160,77,Grupo_4
2024-10-18,Agente_0,TMA,777,68,Grupo_3
2024-10-08,Agente_37,Nota de Qualidade,1,8,Grupo_0
2024-01-29,Agente_18,CSAT,21,77,Grupo_2
2024-05-28,Agente_0,Nota de Qualidade,4,5,Grupo_4
2024-09-23,Agente_39,TMA,984,110,Grupo_4
2024-10-22,Agente_16,Nota de Qualidade,5,2,Grupo_4
2024-01-11,Agente_20,Nota de Qualidade,2,5,Grupo_1
2024-06-12,Agente_21,TMA,905,166,Grupo_0
2024-04-22,Agente_14,CSAT,82,37,Grupo_0
2024-07-05,Agente_49,Nota de Qualidade,4,8,Grupo_0
2024-10-21,Agente_38,TMA,435,21,Grupo_0
2024-08-19,Agente_47,TMA,142,184,Grupo_0
2024-08-14,Agente_38,Nota de Qualidade,0,3,Grupo_3
2024-11-05,Agente_31,CSAT,12,59,Grupo_4
2024-04-07,Agente_48,Nota de Qualidade,8,3,Grupo_3
2024-02-24,Agente_3,CSAT,77,72,Grupo_1
2024-04-20,Agente_43,CSAT,18,57,Grupo_2
2024-05-31,Agente_44,CSAT,31,99,Grupo_4
2024-09-02,Agente_31,CSAT,86,21,Grupo_1
2024-03-09,Agente_3,Nota de Qualidade,1,8,Grupo_3
2024-11-07,Agente_0,TMA,1132,41,Grupo_2
2024-10-15,Agente_32,TMA,390,118,Grupo_1
2024-09-06,Agente_6,TMA,70,197,Grupo_2
2024-02-05,Agente_8,TMA,568,77,Grupo_1
2024-08-26,Agente_0,TMA,1173,119,Grupo_3
2024-05-27,Agente_15,TMA,960,173,Grupo_2
2024-08-14,Agente_17,Nota de Qualidade,0,7,Grupo_1
2024-08-31,Agente_46,CSAT,73,66,Grupo_3
2024-12-02,Agente_5,TMA,965,108,Grupo_4
2024-12-30,Agente_1,Nota de Qualidade,4,8,Grupo_3
2024-07-19,Agente_8,TMA,357,81,Grupo_3
2024-06-02,Agente_3,TMA,361,91,Grupo_4
2024-03-13,Agente_44,CSAT,72,41,Grupo_3
2024-07-19,Agente_22,CSAT,93,4,Grupo_4
2024-10-22,Agente_42,CSAT,98,14,Grupo_4
2024-01-17,Agente_44,TMA,112,137,Grupo_4
2024-05-08,Agente_42,TMA,856,32,Grupo_1
2024-08-04,Agente_7,TMA,554,94,Grupo_2
2024-03-01,Agente_38,CSAT,30,96,Grupo_1
2024-04-13,Agente_24,Nota de Qualidade,8,7,Grupo_4
2024-02-11,Agente_15,TMA,248,160,Grupo_2
2024-01-25,Agente_34,TMA,67,85,Grupo_2
2024-02-08,Agente_16,TMA,1099,163,Grupo_4
2024-10-17,Agente_17,Nota de Qualidade,5,5,Grupo_2
2024-05-10,Agente_26,TMA,220,104,Grupo_2
2024-08-16,Agente_14,Nota de Qualidade,8,2,Grupo_1
2024-04-17,Agente_16,TMA,545,120,Grupo_2
2024-06-20,Agente_42,Nota de Qualidade,7,3,Grupo_4
2024-04-11,Agente_4,TMA,992,23,Grupo_0
2024-12-19,Agente_15,CSAT,67,30,Grupo_0
2024-01-12,Agente_14,CSAT,59,53,Grupo_0
2024-10-01,Agente_41,CSAT,96,36,Grupo_4
2024-04-10,Agente_45,CSAT,29,64,Grupo_0
2024-02-13,Agente_33,TMA,1097,32,Grupo_1
2024-10-31,Agente_47,CSAT,47,28,Grupo_4
2024-01-17,Agente_18,Nota de Qualidade,9,7,Grupo_4
2024-11-25,Agente_7,CSAT,41,10,Grupo_4
2024-02-26,Agente_46,CSAT,67,44,Grupo_2
2024-11-06,Agente_9,CSAT,12,85,Grupo_2
2024-10-29,Agente_4,TMA,732,169,Grupo_2
2024-01-12,Agente_47,CSAT,47,5,Grupo_3
2024-11-13,Agente_25,Nota de Qualidade,9,7,Grupo_1
2024-03-20,Agente_21,CSAT,89,3,Grupo_4
2024-08-03,Agente_43,CSAT,23,98,Grupo_4
2024-12-04,Agente_22,CSAT,33,84,Grupo_2
2024-09-20,Agente_12,Nota de Qualidade,6,4,Grupo_4
2024-05-28,Agente_8,CSAT,40,82,Grupo_4
2024-03-21,Agente_48,Nota de Qualidade,5,4,Grupo_0
2024-08-02,Agente_19,Nota de Qualidade,5,9,Grupo_4
2024-07-16,Agente_27,CSAT,41,25,Grupo_3
2024-07-18,Agente_43,Nota de Qualidade,8,9,Grupo_2
2024-01-25,Agente_36,TMA,574,117,Grupo_1
2024-03-29,Agente_23,CSAT,42,46,Grupo_1
2024-09-24,Agente_43,CSAT,56,83,Grupo_0
2024-05-22,Agente_32,Nota de Qualidade,9,3,Grupo_1
2024-02-28,Agente_19,Nota de Qualidade,4,6,Grupo_1
2024-12-30,Agente_47,CSAT,72,97,Grupo_2
2024-01-26,Agente_29,TMA,403,103,Grupo_2
2024-02-16,Agente_43,Nota de Qualidade,3,7,Grupo_3
2024-10-14,Agente_8,Nota de Qualidade,5,6,Grupo_0
2024-09-22,Agente_44,TMA,610,61,Grupo_1
2024-01-16,Agente_48,TMA,273,140,Grupo_3
2024-07-17,Agente_16,CSAT,28,93,Grupo_0
2024-10-08,Agente_35,TMA,953,168,Grupo_1
2024-03-26,Agente_13,CSAT,65,99,Grupo_1
2024-09-06,Agente_18,TMA,616,31,Grupo_2
2024-09-26,Agente_6,Nota de Qualidade,2,2,Grupo_4
2024-11-30,Agente_2,CSAT,9,21,Grupo_0
2024-04-26,Agente_32,CSAT,16,67,Grupo_1
2024-01-07,Agente_43,CSAT,6,36,Grupo_0
2024-05-16,Agente_31,TMA,827,76,Grupo_3
2024-06-24,Agente_46,Nota de Qualidade,9,9,Grupo_3
2024-11-23,Agente_10,CSAT,29,87,Grupo_4
2024-11-10,Agente_41,CSAT,70,94,Grupo_1
2024-08-02,Agente_1,CSAT,28,72,Grupo_2
2024-03-22,Agente_25,CSAT,73,33,Grupo_1
2024-08-10,Agente_3,Nota de Qualidade,3,5,Grupo_0
2024-04-12,Agente_16,TMA,188,171,Grupo_3
2024-09-29,Agente_16,Nota de Qualidade,6,5,Grupo_0
2024-01-14,Agente_27,CSAT,34,59,Grupo_4
2024-06-07,Agente_29,Nota de Qualidade,7,1,Grupo_3
2024-05-31,Agente_39,CSAT,64,6,Grupo_2
2024-04-17,Agente_22,TMA,556,47,Grupo_3
2024-07-06,Agente_45,TMA,188,50,Grupo_1
2024-10-27,Agente_23,TMA,1119,114,Grupo_1
2024-04-07,Agente_28,CSAT,53,87,Grupo_3
2024-05-10,Agente_3,Nota de Qualidade,0,5,Grupo_4
2024-10-19,Agente_37,TMA,958,195,Grupo_1
2024-06-19,Agente_28,CSAT,89,61,Grupo_1
2024-07-01,Agente_18,CSAT,5,20,Grupo_2
2024-12-29,Agente_26,Nota de Qualidade,8,7,Grupo_3
2024-02-08,Agente_28,TMA,138,40,Grupo_1
2024-01-15,Agente_35,CSAT,3,75,Grupo_4
2024-01-04,Agente_34,Nota de Qualidade,5,2,Grupo_0
2024-12-14,Agente_5,TMA,346,185,Grupo_3
2024-07-28,Agente_22,Nota de Qualidade,6,4,Grupo_2
2024-06-09,Agente_38,Nota de Qualidade,9,7,Grupo_1
2024-01-16,Agente_45,CSAT,88,77,Grupo_4
2024-04-17,Agente_43,CSAT,68,30,Grupo_3
2024-11-06,Agente_47,CSAT,64,69,Grupo_4
2024-08-14,Agente_7,Nota de Qualidade,5,2,Grupo_4
2024-06-18,Agente_1,CSAT,55,29,Grupo_2
2024-02-03,Agente_12,Nota de Qualidade,1,9,Grupo_3
2024-09-07,Agente_39,Nota de Qualidade,1,3,Grupo_1
2024-09-03,Agente_20,CSAT,39,91,Grupo_2
2024-09-25,Agente_30,TMA,817,152,Grupo_1
2024-05-20,Agente_47,TMA,1115,29,Grupo_0
2024-09-30,Agente_35,TMA,112,58,Grupo_4
2024-04-05,Agente_47,Nota de Qualidade,2,9,Grupo_0
2024-08-14,Agente_37,Nota de Qualidade,1,1,Grupo_4
2024-02-08,Agente_26,Nota de Qualidade,6,7,Grupo_2
2024-10-28,Agente_35,CSAT,68,2,Grupo_1
2024-01-29,Agente_47,Nota de Qualidade,0,5,Grupo_1
2024-11-13,Agente_22,CSAT,3,73,Grupo_2
2024-09-01,Agente_20,CSAT,63,85,Grupo_3
2024-08-23,Agente_12,TMA,199,59,Grupo_0
2024-07-03,Agente_36,TMA,1144,113,Grupo_0
2024-09-28,Agente_46,TMA,366,86,Grupo_1
2024-08-23,Agente_25,CSAT,97,83,Grupo_1
2024-08-26,Agente_39,CSAT,77,5,Grupo_1
2024-09-22,Agente_6,CSAT,90,28,Grupo_2
2024-12-24,Agente_45,Nota de Qualidade,9,8,Grupo_3
2024-12-05,Agente_38,CSAT,80,52,Grupo_0
2024-03-05,Agente_21,TMA,844,74,Grupo_4
2024-06-25,Agente_38,TMA,80,191,Grupo_2
2024-01-03,Agente_22,CSAT,48,22,Grupo_0
2024-05-21,Agente_29,CSAT,68,64,Grupo_3
2024-06-06,Agente_17,TMA,607,158,Grupo_2
2024-11-19,Agente_41,CSAT,55,73,Grupo_0
2024-05-25,Agente_17,TMA,1174,185,Grupo_2
2024-10-19,Agente_45,Nota de Qualidade,1,6,Grupo_0
2024-06-01,Agente_9,TMA,670,24,Grupo_0
2024-07-11,Agente_38,Nota de Qualidade,1,1,Grupo_3
2024-03-13,Agente_29,CSAT,35,40,Grupo_4
2024-10-31,Agente_25,CSAT,50,30,Grupo_3
2024-12-09,Agente_6,Nota de Qualidade,9,5,Grupo_0
2024-05-19,Agente_6,CSAT,30,56,Grupo_2
2024-07-05,Agente_4,Nota de Qualidade,0,1,Grupo_3
2024-10-19,Agente_0,CSAT,97,24,Grupo_4
2024-03-01,Agente_45,TMA,796,141,Grupo_0
2024-07-16,Agente_17,CSAT,8,2,Grupo_3
2024-10-21,Agente_12,TMA,182,47,Grupo_3
2024-11-14,Agente_24,TMA,744,152,Grupo_3
2024-10-28,Agente_39,Nota de Qualidade,9,3,Grupo_3
2024-12-09,Agente_7,CSAT,30,52,Grupo_2
2024-01-11,Agente_9,Nota de Qualidade,8,9,Grupo_4
2024-03-02,Agente_31,CSAT,41,53,Grupo_4
2024-11-28,Agente_16,TMA,402,85,Grupo_0
2024-08-13,Agente_37,TMA,400,94,Grupo_1
2024-06-01,Agente_14,CSAT,31,81,Grupo_2
2024-07-17,Agente_14,CSAT,53,37,Grupo_0
2024-02-21,Agente_47,Nota de Qualidade,7,8,Grupo_0
2024-09-16,Agente_39,CSAT,81,11,Grupo_3
2024-02-28,Agente_19,CSAT,53,60,Grupo_1
2024-03-12,Agente_14,CSAT,9,90,Grupo_1
2024-05-27,Agente_34,Nota de Qualidade,5,3,Grupo_2
2024-12-14,Agente_5,CSAT,80,87,Grupo_1
2024-03-03,Agente_29,TMA,352,101,Grupo_0
2024-11-05,Agente_7,Nota de Qualidade,9,5,Grupo_1
2024-08-30,Agente_30,Nota de Qualidade,7,5,Grupo_1
2024-11-25,Agente_47,TMA,592,170,Grupo_4
